label,cell_type,mean_loss_increase,sem,n_groups,mean_n_dropped,error_rate_increase
"Primary somatosensory area, nose",RSP/ACA UL,-0.28285698096,0.0595300780565,6,1.0,0.0
"Primary somatosensory area, lower limb",Car3,-0.284947916865,0.0,1,1.0,0.0
Ectorhinal area,L6b/CT,-0.284965790799,0.0879502985729,49,4.30612244898,-0.0612244897959
Secondary motor area,RSP/ACA UL,-0.289068173897,0.156483752112,70,5.05714285714,-0.0714285714286
Primary visual area,Car3,-0.30332306651,0.0704799615921,137,1.48175182482,-0.0802919708029
Secondary motor area,Unclear,-0.305153757334,0.321568459272,2,1.5,0.0
"Retrosplenial area, ventral part",TT,-0.307795961698,0.247254565601,3,1.0,-0.333333333333
Ectorhinal area,RSP/ACA ML,-0.308696403168,0.311373100616,2,1.0,0.0
Temporal association areas,L6 IT,-0.315805083374,0.11214881553,101,2.70297029703,-0.029702970297
"Primary somatosensory area, nose",Low quality,-0.318620668458,0.0944638935251,28,3.32142857143,-0.0357142857143
Anterior area,RSP/ACA ML,-0.320191415027,0.169384122153,4,1.0,0.0
Anteromedial visual area,BLA/BMA/PA,-0.323395252228,0.0,1,3.0,0.0
Lateral visual area,NP PPP/RSP,-0.323853174845,0.155721618379,3,1.0,0.0
Ectorhinal area,L4/5 IT,-0.324878772431,0.214518213499,70,7.12857142857,-0.0857142857143
Visceral area,L2/3 IT,-0.327302142486,0.147320345895,142,7.40845070423,0.0422535211268
Ectorhinal area,BA,-0.327798366547,0.0,1,1.0,0.0
Postrhinal area,L6 CT,-0.333963450786,0.191363653121,44,4.04545454545,-0.0454545454545
"Primary somatosensory area, upper limb",RSP/ACA ML,-0.340557068586,0.431798964739,2,1.0,0.5
"Anterior cingulate area, ventral part",RSP/ACA UL,-0.345118685627,0.119177124447,75,6.96,-0.106666666667
"Primary somatosensory area, lower limb",RSP/ACA ML,-0.346230816096,0.270728851318,4,1.0,0.0
Temporal association areas,BA,-0.350082039833,0.0,1,1.0,0.0
Dorsal auditory area,ENT DL,-0.352048903704,0.18530452368,3,1.0,0.0
"Primary somatosensory area, unassigned",L6 IT,-0.353273475247,0.124794821189,126,3.15873015873,-0.015873015873
"Retrosplenial area, lateral agranular part",LA,-0.356173356374,0.174802411179,3,1.0,0.0
"Primary somatosensory area, unassigned",L5 ET,-0.357942572007,0.219674112193,52,2.94230769231,-0.0576923076923
Perirhinal area,Low quality,-0.361469024177,0.1825932834,7,3.14285714286,0.0
"Primary somatosensory area, barrel field",COA,-0.369428720946,0.369365596018,3,1.0,0.0
Anteromedial visual area,RSP/ACA UL,-0.373988347394,0.308039403133,7,1.0,0.0
Anteromedial visual area,COA,-0.377560377121,0.0,1,1.0,0.0
Postrhinal area,L5 ET,-0.377944883688,0.147867620396,66,3.9696969697,-0.030303030303
"Anterior cingulate area, dorsal part",RSP/ACA UL,-0.378022761759,0.249744889779,40,8.0,0.0
Temporal association areas,RSP/ACA ML,-0.37870477885,0.172706373036,2,1.0,0.0
Anteromedial visual area,NP PPP/RSP,-0.379754066467,0.0,1,1.0,0.0
Cortical subplate,NA,-0.383342262038,0.0784728460233,35,4.37142857143,-0.0285714285714
Anteromedial visual area,Car3,-0.388557634716,0.246374002683,7,1.0,0.0
Ectorhinal area,L6 CT,-0.389617572051,0.0955188417859,21,1.71428571429,0.0
Anteromedial visual area,TR,-0.40101424853,0.23089918199,3,1.0,0.0
Secondary motor area,COA,-0.405574321747,0.0,1,1.0,0.0
Postrhinal area,L4/5 IT,-0.414052794971,0.144311232298,93,6.95698924731,-0.118279569892
"Agranular insular area, posterior part",Car3,-0.417636957527,0.121509200346,103,3.43689320388,-0.0485436893204
Posterolateral visual area,LA,-0.421658555667,0.26387019894,3,1.0,0.0
Cortical subplate,L5 ET,-0.424580211751,0.195097988342,10,3.9,-0.1
"Agranular insular area, posterior part",L2/3 IT,-0.426766081222,0.12059866191,138,7.65217391304,-0.0507246376812
Rostrolateral visual area,NP PPP/RSP,-0.438101172447,0.0,1,1.0,0.0
Supplemental somatosensory area,L2/3 IT,-0.43831137764,0.0516657132683,779,9.34403080873,-0.0629011553273
Cortical subplate,NP,-0.440459859371,0.180260941136,5,2.0,-0.2
Laterointermediate area,AON,-0.441622897983,0.127406582236,2,1.0,-0.5
"Retrosplenial area, lateral agranular part",Low quality,-0.447712625486,0.104355233593,83,4.65060240964,-0.0240963855422
"Agranular insular area, posterior part",L4/5 IT,-0.460008350395,0.148145253367,157,7.43312101911,-0.031847133758
"Primary somatosensory area, nose",L4/5 IT,-0.460651248493,0.147181682275,254,10.7913385827,-0.0708661417323
"Agranular insular area, posterior part",BA,-0.461885452271,0.0,1,1.0,0.0
Cortical subplate,L5 IT,-0.489583775401,0.0359107702971,2,2.5,-0.5
"Agranular insular area, posterior part",L6 CT,-0.497701221048,0.0988655726062,62,3.37096774194,-0.0483870967742
posteromedial visual area,Car3,-0.499592721462,0.302872556072,8,1.125,0.0
Gustatory areas,L5 IT,-0.500880924849,0.111873586697,60,2.36666666667,-0.116666666667
Rostrolateral visual area,TR,-0.52175784111,0.0,1,1.0,0.0
Laterointermediate area,ENT DL,-0.538950360161,0.204406148326,17,1.76470588235,-0.0588235294118
Temporal association areas,L4/5 IT,-0.539655481435,0.154249872197,171,7.34502923977,-0.0409356725146
"Primary somatosensory area, mouth",TR,-0.547973871231,0.0,1,2.0,0.0
"Primary somatosensory area, upper limb",ENT UL,-0.556501172483,0.131060328765,4,1.0,-0.25
posteromedial visual area,PIR UL,-0.556509017944,0.0,1,1.0,0.0
Gustatory areas,ENT DL,-0.561658389478,0.160903557151,24,1.875,-0.0833333333333
Cortical subplate,ENT DL,-0.601266813878,0.300916517051,9,2.22222222222,-0.111111111111
Perirhinal area,L6 CT,-0.601888030767,0.0537149608135,2,1.0,0.0
Posterolateral visual area,Car3,-0.611551785469,0.217333548194,5,1.4,0.0
Anterolateral visual area,AON,-0.647578015924,0.70350573957,2,1.0,0.0
Prelimbic area,NP,-0.650290191174,0.0,1,4.0,-1.0
Primary visual area,PPP,-0.684770513113,0.27878147237,12,1.58333333333,-0.0833333333333
Perirhinal area,EPd,-0.706505702808,0.275362366405,8,1.125,-0.125
Ectorhinal area,Car3,-0.739722704665,0.159628934884,56,3.60714285714,-0.0535714285714
Cortical subplate,L6 CT,-0.75382577847,0.216260010639,17,2.94117647059,-0.117647058824
Posterior auditory area,Car3,-0.791415372165,0.129128280404,32,2.46875,-0.03125
corpus callosum,L5 ET,-0.842532634735,0.752188205719,2,6.5,0.0
Perirhinal area,Unclear,-0.914744019508,0.34329907023,3,1.0,-0.333333333333
Anteromedial visual area,HIP CA1,-0.931534051895,0.0,1,1.0,0.0
Posterolateral visual area,ENT L6b,-0.93799546957,0.607533548706,5,2.6,-0.2
Cortical subplate,L2/3 IT,-0.973975342453,0.240902092695,19,4.05263157895,-0.157894736842
"Primary somatosensory area, unassigned",ENT DL,-0.993771791458,0.0575664043427,2,2.0,0.0
"Primary somatosensory area, nose",L2/3 IT,-1.02753688208,0.159419437915,215,10.1720930233,-0.176744186047
Dorsal auditory area,RSP/ACA UL,-1.04953479767,0.0,1,2.0,0.0
corpus callosum,RSP/ACA ML,-1.1112408638,0.384029865265,2,6.5,0.0
Anteromedial visual area,HIP SUB,-1.27583026886,0.0,1,1.0,0.0
"Primary somatosensory area, mouth",NP PPP/RSP,-1.35054564476,0.0,1,1.0,0.0
cerebrum related,L5 ET,-1.52644729614,0.0,1,6.0,0.0
"Retrosplenial area, lateral agranular part",PPP,-1.73095483594,0.792813479188,10,3.3,0.1
Cortical subplate,L4/5 IT,-1.86940480098,0.304872819267,15,3.26666666667,-0.0666666666667
